epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,epoch_time
23,1.4996078823157828,64.85499100719424,167.00124239982392,63.882,0.0009129424633678974,885.6374838352203
24,1.4735141507060312,65.32203924360512,1.565198929030068,63.902,0.0009054634122155986,887.97998046875
25,1.446966789204249,65.89712604916068,1.663866106800887,64.098,0.0008977099034441611,887.4241256713867
26,1.4247691998188254,66.30515899780175,2.8119248591211377,64.24,0.0008896872509212003,887.275838136673
27,1.4038328556991595,66.7697092326139,1.7045304586692733,64.342,0.0008814009529720151,888.6788561344147
28,1.3848993567396983,67.20217575939249,2.0060148452009474,64.544,0.0008728566886113099,889.5881698131561
29,1.3626655288380114,67.62355740407673,33.95060928196323,64.602,0.000864060313651082,888.7456147670746
30,1.3426109785370404,68.07725694444444,1.565629938427283,64.71,0.0008550178566873408,888.1944632530212
31,1.3214466484020844,68.49598446243006,1.6009603376899446,64.774,0.0008457355149684079,887.5335280895233
32,1.3067337062885815,68.76428544664269,47.63700965655093,64.692,0.0008362196501476345,888.48672914505
33,1.2862092338853794,69.20690010491607,3.272204437122053,64.732,0.0008264767839234406,889.0285816192627
34,1.2676393982889556,69.61922649380496,1.5997248866728373,64.554,0.0008165135935696693,889.7646923065186
35,1.2501624794863015,69.9908042316147,2.7078413561898835,64.824,0.0008063369073593164,888.927793264389
36,1.2366559010782212,70.30773818445243,93.2939589926783,58.568,0.0007959536998847739,889.0744037628174
37,1.2183288669319365,70.66924585331735,2.0501216643927047,64.656,0.000785371087277792,888.3334536552429
38,1.2046534779379598,70.99984075239809,14.308302375430964,64.49,0.0007745963223324382,887.8970527648926
39,1.18853277280081,71.39874038269384,1.6691623234323092,64.708,0.0007636367895343944,887.7917802333832
40,1.1700613652225689,71.70209145183853,106.00874904254262,64.944,0.0007524999999999997,885.3100953102112
41,1.1597527314385445,71.98889326039169,1.6936049874947996,64.842,0.000741193586328506,884.0414350032806
42,1.1415274429449933,72.29817708333333,1.7195672341147248,64.784,0.0007297252973710753,884.918621301651
43,1.1275638651004511,72.66959869604317,96.58460657481028,64.626,0.0007181029929201058,886.2794859409332
44,1.1145989208532086,72.95171675159872,75.4107426918891,64.538,0.0007063346383225208,886.6076447963715
45,1.1011828221172262,73.27614470923261,72.58322045511129,64.664,0.0006944282990207191,886.9159054756165
46,1.0853277310717115,73.60018235411671,2.5513268630115356,65.062,0.0006823921350249234,886.6907086372375
47,1.07531526463209,73.88191009692247,164.8832002461565,65.056,0.0006702343953207163,886.0699853897095
48,1.062551723216935,74.12398206434852,136.25036757606634,64.842,0.0006579634122155987,886.1150577068329
49,1.0483256089839814,74.49001736111111,56.28695212365413,64.524,0.0006455875956284415,885.8266570568085
50,1.034992286234165,74.74457933653078,30.80060369050016,64.942,0.0006331154273257474,885.8067514896393
51,1.0241395652794438,75.02490195343725,7.1580122532893204,65.076,0.0006205554551086729,885.8574140071869
52,1.0122318085577848,75.28422574440448,7.096347825867789,64.772,0.0006079162869547905,886.3966038227081
53,1.0055207439678178,75.44464428457235,159.28797671594182,64.88,0.0005952065851186127,887.709037065506
54,0.9899822782984169,75.80927445543566,12.35831566732757,64.688,0.0005824350601949139,887.231303691864
55,0.9814673158095228,76.03026953437251,43.136716314268355,64.87,0.0005696104651489251,886.4329323768616
56,0.9672287531989179,76.36890487609912,28.60694981594475,64.616,0.0005567415893174882,887.3127508163452
57,0.9573862847926424,76.56398318844924,47.489899719856226,64.71,0.000543837252385283,887.0330045223236
58,0.9458034425306854,76.84196392885691,48.32771657711389,64.784,0.0005309062983402568,886.8673391342163
59,0.9352059667225745,77.12720448641088,53.763186307890074,64.576,0.0005179575894123969,886.6477572917938
60,0.9260952622413063,77.3620946992406,53.48106531129808,65.174,0.0005049999999999998,885.0662643909454
61,0.9178389723447682,77.58160658972822,56.20735383976479,64.824,0.0004920424105876026,885.2728083133698
62,0.9054421305442028,77.85420101418865,112.3917311691508,64.586,0.0004790937016597426,885.7049579620361
63,0.8963237934046798,78.05966164568345,71.35090585448305,64.612,0.00046616274761471655,884.9196977615356
64,0.8858692579799228,78.32585494104717,81.44254318275014,64.626,0.00045325841068251133,885.192108631134
65,0.880799246289366,78.52062100319745,88.7706785013481,65.058,0.0004403895348510743,885.2494142055511
66,0.8678030473389309,78.76019496902478,71.09388283655352,64.726,0.00042756493980508544,884.7498540878296
67,0.8635820696513049,78.94887215227818,78.31507235674225,64.816,0.00041479341488138684,886.2864637374878
68,0.8514454590616752,79.14683877897681,1.8429738039873085,64.588,0.00040208371304520883,887.4257049560547
69,0.8423039726644969,79.41513976318944,11.681122610155416,64.876,0.0003894445448913266,886.2675824165344
70,0.8362547455193232,79.56127285671462,28.626930304023684,64.692,0.000376884572674252,886.5230174064636
71,0.8260673641157951,79.80233001099121,37.39291479757854,64.666,0.00036441240437155804,886.9312691688538
72,0.8202699276087858,79.92996228017586,1.8441629662197463,64.76,0.00035203658778440087,886.9630386829376
73,0.8103539040810961,80.21176808553157,4.139837942561325,64.954,0.0003397656046792832,886.1635718345642
74,0.80377325643119,80.37640200339729,33.66746737275805,64.628,0.00032760786497507615,886.5174834728241
75,0.795876076890172,80.53619604316546,2.014661418236032,64.902,0.0003155717009792804,886.5980999469757
76,0.7888280489235568,80.7492287420064,47.19091190914718,64.85,0.00030366536167747877,887.1734328269958
77,0.7806730157525229,80.93415892286171,86.96682746738804,64.706,0.0002918970070798938,886.6261487007141
78,0.7727726827696454,81.13876086630695,42.26775160857609,64.83,0.0002802747026289241,887.354355096817
79,0.765247364106367,81.33782036870504,160.89354596241395,64.904,0.0002688064136714936,887.6194217205048
80,0.7625999753114036,81.41838092026379,44.05477391183376,64.928,0.0002574999999999999,887.1539833545685
81,0.7558027652444409,81.61665979716227,90.17116375754074,64.684,0.00024636321046560516,886.8234589099884
82,0.745760647274798,81.82610161870504,62.78785526387546,64.902,0.00023540367766756157,886.8285181522369
83,0.7425161649247439,81.91665417665867,43.95182103982994,64.874,0.00022462891272220746,887.5364158153534
